ts,host,user,event,attempts,severity,ip,file,proc,dst,message,geo,notes,source,hour,day_of_week,month,is_weekend,is_off_hours,message_length,has_ip,has_error,has_attempts,is_suspicious,is_high_risk
2026-09-10T17:24:13Z,DC-98-sandbox.secure.bank,robert.pingle2,Blocked,0.0,CRITICAL,192.168.97.166,,systemd,AUDIT-30-prod.core.banking:445,Blocked: robert.pingle2 performed audit operation,Paris,SEC_HIGH_RISK_URGENT_WITH,sentinel_one,17,3,9,0,0,49,0,0,0,1,1
2026-06-16T20:35:22Z,CRM-65-prod.secure.bank,falak_halder,Send,0.0,CRITICAL,75.95.227.204,/var/log/magnam/ut.gif.log,svchost.exe,,Send: falak_halder performed audit operation,New York,ANOMALY_HIGH_RISK_URGENT_DELE,office365,20,1,6,0,1,44,0,0,0,1,1
2026-09-24T16:39:53Z,BRANCH-85,domain_admin,4624,0.0,LOW,144.46.140.29,C:\Windows\System32\hic.css,sshd_v4.7,,"An account was successfully logged on. Account: domain_admin, Source IP: 144.46.140.29",,ANOMALY_BASELINE_ASSU,windows_security,16,3,9,0,0,86,1,0,0,0,0
2026-06-23T09:48:38Z,OPS-89-uat.core.banking,svc_scanner53,CreateUser,0.0,LOW,192.168.227.120,/etc/veniam/laborum.conf,systemd_v10.1,,CreateUser: svc_scanner53 performed audit operation,,THREAT_BASELINE_PROV,aws_cloudtrail,9,1,6,0,0,51,0,0,0,0,0
2026-10-21T15:33:02Z,OPS-54-prod.financial.local,kayla.randhawa,XSS,0.0,MEDIUM,172.26.75.154,,OUTLOOK.EXE_v2.9,core-bank.bhat.com:27017,XSS: kayla.randhawa performed payment operation,Hong Kong,SEC_BASELINE_NAM,cloud_waf,15,2,10,0,0,47,0,0,0,0,0
2027-02-04T16:57:50Z,RISK-67.financial.local,compliance,action_execution,0.0,MEDIUM,19.219.202.99,,lsass.exe,,action_execution: compliance performed balance operation,Dubai,AUDIT_BASELINE_THER,github_actions,16,3,2,0,0,56,0,0,0,0,0
2027-02-16T23:19:08Z,,chameli_saha,Blocked,0.0,LOW,17.201.88.187,,python.exe,,Blocked: chameli_saha performed clearing operation,,COMPLIANCE_BASELINE_SOLU,sentinel_one,23,1,2,0,1,50,0,0,0,0,0
2026-07-18T20:46:55Z,WKS-31-sandbox,barry.delacruz39,4648,0.0,LOW,172.30.197.48,,sshd_v1.5,,4648: barry.delacruz39 performed transfer operation,,AUDIT_BASELINE_ILLU,windows_security,20,5,7,1,1,51,0,0,0,0,0
2026-08-04T13:15:01Z,APP-18,gregory.spencer,FileDeleted,0.0,UNKNOWN,172.23.99.133,Z:\Finance\2026-01-13\once.mp4,chrome.exe_v6.5,,FileDeleted: gregory.spencer performed clearing operation,Frankfurt,THREAT_BASELINE_KEEP,sharepoint,13,1,8,0,0,57,0,0,0,0,0
2026-06-08T14:16:24Z,WEB-44.core.banking,svc_secrets_prod,PROCTITLE,0.0,LOW,192.168.20.141,C:\Windows\System32\true.bmp,sshd,APP-12-prod:3306,PROCTITLE: svc_secrets_prod performed balance operation,,AUDIT_BASELINE_TENE,auditd,14,0,6,0,0,55,0,0,0,0,0
2026-03-05T03:10:07Z,AUDIT-49,settlement,XSS,0.0,LOW,172.18.239.4,C:\Windows\System32\molestiae.numbers,nginx.exe,,XSS: settlement performed reconciliation operation,,SEC_BASELINE_FUGA,cloud_waf,3,3,3,0,1,50,0,0,0,0,0
2026-07-12T11:18:58Z,TRADING-24,sysadmin,FileUploaded,0.0,LOW,40.192.182.130,,cmd.exe,WKS-68-sandbox.financial.local:3389,FileUploaded: sysadmin performed transfer operation,"Hong Kong, HK",THREAT_BASELINE_DOLO,sharepoint,11,6,7,1,0,51,0,0,0,0,0
2026-11-03T17:58:52Z,OPS-66-prod,sallen,dns,0.0,MEDIUM,62.106.0.58,C:\Users\svc_replication97\Documents\likely.mp3,chrome.exe,,dns: sallen performed payment operation,,ANOMALY_BASELINE_RECU,zeek,17,1,11,0,0,39,0,0,0,0,0
2026-08-18T02:36:47Z,MON-01.secure.bank,sphillips21,SignIn,230.0,CRITICAL,172.21.36.185,C:\Windows\Temp\expedita.ods,tomcat9.exe_v10.4,CRM-20-sandbox.secure.bank:27017,,CA,THREAT_BRUTE_FORCE_URGENT_ASSU,azure_ad,2,1,8,0,1,0,0,0,1,1,1
2026-11-30T02:55:05Z,PROXY-30,svc_backup_prod,smb_files,0.0,HIGH,150.199.23.198,C:\Windows\Temp\nihil.css,prometheus,BRANCH-82-dev.secure.bank:27017,smb_files: svc_backup_prod performed reconciliation operation,,AUDIT_SUSPICIOUS_URGENT_EA,zeek,2,0,11,0,1,61,0,0,0,1,1
2026-12-27T15:18:09Z,OPS-63,kayla_page,smb_files,0.0,LOW,102.64.129.83,C:\Windows\System32\quo.tiff,powershell.exe,,smb_files: kayla_page performed clearing operation,US,AUDIT_BASELINE_CONS,zeek,15,6,12,1,0,50,0,0,0,0,0
2027-02-10T21:06:21Z,DB-59-dev,bradley.pillay5,4625,70.0,CRITICAL,192.168.152.76,,sshd_v3.8,HR-47.secure.bank:8080,"An account failed to log on. Account: bradley.pillay5, Source IP: 192.168.152.76",Frankfurt,GT_BRUTE_FORCE_URGENT_CONS,windows_security,21,2,2,0,1,80,1,1,1,1,1
2026-12-08T05:04:45Z,MON-92-uat.core.banking,jhowell,FileDownloaded,0.0,LOW,30.132.97.164,\\fileserver\share\Eaque\facere.flac,prometheus,GW-46:3389,FileDownloaded: jhowell performed audit operation,"New York, US",ANOMALY_BASELINE_SIT,office365,5,1,12,0,1,49,0,0,0,0,0
2026-05-29T03:46:40Z,FS-27-dev.financial.local,jennifer_roth,FileDownloaded,0.0,MEDIUM,10.224.30.167,,OUTLOOK.EXE_v7.9,,FileDownloaded: jennifer_roth performed swift operation,DE,SEC_BASELINE_VOLU,office365,3,4,5,0,1,55,0,0,0,0,0
2027-01-06T08:27:07Z,CORE_BANK-53.secure.bank,internal_audit,FileDeleted,0.0,MEDIUM,10.106.246.30,,lsass.exe,,FileDeleted: internal_audit performed transfer operation,"Frankfurt, DE",ANOMALY_BASELINE_ASSU,sharepoint,8,2,1,0,0,56,0,0,0,0,0
2026-06-03T19:55:39Z,CORE_BANK-34,laura.murray14,Detection,0.0,LOW,216.82.92.23,,kubelet,,Detection: laura.murray14 performed clearing operation,"Sydney, AU",SEC_BASELINE_NUMQ,crowdstrike,19,2,6,0,1,54,0,0,0,0,0
2026-03-29T02:50:53Z,WKS-86-dev.secure.bank,cheyenne.smith,THREAT,0.0,LOW,192.168.127.25,,java.exe,payment-api.wilson.biz:80,THREAT: cheyenne.smith performed balance operation,,ANOMALY_BASELINE_CATC,palo_alto,2,6,3,1,1,50,0,0,0,0,0
2026-11-25T16:12:10Z,DB-67-dr,azad.hall46,smb_files,0.0,LOW,92.38.241.5,,docker,,smb_files: azad.hall46 performed audit operation,,SEC_BASELINE_I,zeek,16,2,11,0,0,48,0,0,0,0,0
2026-11-19T23:41:19Z,PAYMENT-82.secure.bank,svc_replication_prod52,ApplicationManagement,0.0,MEDIUM,137.246.241.169,/var/log/on/velit.webm.log,svchost.exe_v2.5,PROXY-07:445,ApplicationManagement: svc_replication_prod52 performed reconciliation operation,"Paris, FR",GT_BASELINE_NECE,azure_ad,23,3,11,0,1,80,0,0,0,0,0
2027-01-12T15:03:03Z,DB-70-uat.secure.bank,svc_monitor,FileDownloaded,0.0,HIGH,212.28.95.170,/etc/beyond/beatae.conf,EXCEL.EXE,PAY-24-prod:5432,FileDownloaded: svc_monitor performed clearing operation,,SEC_SUSPICIOUS_URGENT_TENE,office365,15,1,1,0,0,56,0,0,0,1,1
2026-04-11T00:14:37Z,WKS-28.core.banking,vwilson,13,0.0,LOW,92.61.115.217,,svchost.exe_v6.1,APP-51-dev.core.banking:27017,13: vwilson performed clearing operation,London,ANOMALY_BASELINE_CUM,sysmon,0,5,4,1,1,40,0,0,0,0,0
2027-01-16T20:34:08Z,PAY-16,svc_archive_prod67,Audit,0.0,LOW,151.24.214.158,,python.exe,,Audit log: read performed by svc_archive_prod67,CH,THREAT_BASELINE_PICT,azure_ad,20,5,1,1,1,47,0,0,0,0,0
2026-05-06T04:15:23Z,PAYMENT-91,iain.edwards,4698,0.0,MEDIUM,183.254.116.135,/etc/vitae/dolorem.conf,python.exe_v2.1,,4698: iain.edwards performed transfer operation,CA,COMPLIANCE_BASELINE_DESE,windows_security,4,2,5,0,1,47,0,0,0,0,0
2026-04-12T11:28:05Z,COMP-27-uat.financial.local,kayleigh.sheth,4688,0.0,LOW,10.64.199.216,,svchost.exe,,"A new process was created. Process: svchost.exe, Command line: netstat -tulpn | grep LISTEN","Singapore, SG",COMPLIANCE_BASELINE_VELI,windows_security,11,6,4,1,0,91,0,0,0,0,0
2027-01-06T23:39:46Z,CORE_BANK-63-sandbox,eleanor.chokshi,Suspicious,0.0,MEDIUM,174.162.156.212,,kubelet,,Suspicious: eleanor.chokshi performed settlement operation,,THREAT_BASELINE_AD,sentinel_one,23,2,1,0,1,58,0,0,0,0,0
2/12/2022,FS-39.bank.internal,svc_secrets_prod,FileDownloaded,0.0,MEDIUM,172.26.237.233,Z:\Finance\2026-01-13\velit.tiff,sshd,BRANCH-44:3389,FileDownloaded: svc_secrets_prod performed swift operation,US,COMPLIANCE_BASELINE_ECON,sharepoint,0,0,0,0,1,58,0,0,0,0,0
23/7/2021,AUDIT-29.financial.local,carolyn.ford59,ConsoleLogin,0.0,HIGH,152.156.110.6,,chrome.exe_v5.7,,ConsoleLogin: carolyn.ford59 performed transaction operation,,THREAT_SUSPICIOUS_URGENT_VITA,aws_cloudtrail,0,0,0,0,1,60,0,0,0,1,1
2027-02-02T18:50:07Z,DC-34-prod.core.banking,david.simmons,TRAFFIC,0.0,HIGH,10.12.93.123,\\fileserver\share\Quasi\reiciendis.mp3,EXCEL.EXE,SWIFT-35-dev.secure.bank:3389,TRAFFIC: david.simmons performed balance operation,,ANOMALY_SUSPICIOUS_URGENT_LABO,palo_alto,18,1,2,0,0,50,0,0,0,1,1
2026-11-24T07:31:51Z,CORE-55,mbedi,Prevention,0.0,CRITICAL,185.66.2.118,/etc/attention/earum.conf,WINWORD.EXE,BRANCH-33-sandbox:8080,Prevention: mbedi performed settlement operation,Toronto,ANOMALY_HIGH_RISK_URGENT_LEVE,crowdstrike,7,1,11,0,1,48,0,0,0,1,1
2027-02-08T02:02:42Z,COMP-01.financial.local,bishakha_frazier,106001,0.0,LOW,192.168.0.106,,kubelet,,106001: bishakha_frazier performed transaction operation,AU,AUDIT_BASELINE_NEAR,cisco_asa,2,0,2,0,1,56,0,0,0,0,0
2026-08-07T05:54:41Z,PROXY-94,macevedo,FileDownloaded,0.0,MEDIUM,172.24.152.32,C:\Windows\System32\play.avi,python.exe_v6.4,,FileDownloaded: macevedo performed clearing operation,AU,ANOMALY_BASELINE_REPE,sharepoint,5,4,8,0,1,53,0,0,0,0,0
2026-06-30T06:32:13Z,WKS-49-dr,fiyaz_mitchell,shell_in_container,0.0,MEDIUM,135.40.234.1,C:\Users\michael.jordan\Documents\up.mp4,svchost.exe_v4.9,,shell_in_container: fiyaz_mitchell performed payment operation,Paris,ANOMALY_BASELINE_TENE,falco,6,1,6,0,1,62,0,0,0,0,0
2026-11-06T08:08:05Z,COMP-90-dev.financial.local,janaki_brown,dns,0.0,MEDIUM,195.180.205.174,Z:\Finance\2026-01-22\language.ppt,lsass.exe,,dns: janaki_brown performed audit operation,Hong Kong,THREAT_BASELINE_AD,zeek,8,4,11,0,0,43,0,0,0,0,0
2026-08-03T12:31:10Z,DB-53-sandbox,iain_shaw,Detection,0.0,LOW,112.42.235.112,/opt/banking/eaque/bin/id.gif,sshd,ATM-07:3306,Detection: iain_shaw performed transfer operation,IN,GT_BASELINE_FACI,crowdstrike,12,0,8,0,0,49,0,0,0,0,0
2026-12-29T05:04:13Z,PROXY-46.bank.internal,bernard_bailey,Prevention,0.0,MEDIUM,20.81.112.251,C:\Windows\System32\dolorem.css,tomcat9.exe,PROXY-63.financial.local:3306,Prevention: bernard_bailey performed clearing operation,,ANOMALY_BASELINE_LOSS,crowdstrike,5,1,12,0,1,55,0,0,0,0,0
2026-04-01T21:21:03Z,WEB-98-uat.core.banking,compliance,TRAFFIC,0.0,LOW,100.155.180.53,Z:\Finance\2026-01-28\consectetur.mp3,svchost.exe_v7.8,,TRAFFIC: compliance performed audit operation,JP,SEC_BASELINE_QUAS,palo_alto,21,2,4,0,1,45,0,0,0,0,0
2026-03-22T02:50:21Z,HR-94,katherine.gould,ApplicationManagement,0.0,MEDIUM,30.118.128.128,Z:\Finance\2026-02-20\early.mov,nginx.exe,,ApplicationManagement: katherine.gould performed clearing operation,DE,AUDIT_BASELINE_MAGN,azure_ad,2,6,3,1,1,67,0,0,0,0,0
2026-05-30T00:11:31Z,WEB-31-prod.core.banking,manbir.stewart,Detection,0.0,LOW,90.238.17.115,\\fileserver\share\Numquam\corporis.numbers,prometheus,CRM-90-uat:3389,Detection: manbir.stewart performed payment operation,"Singapore, SG",THREAT_BASELINE_WITH,crowdstrike,0,5,5,1,1,53,0,0,0,0,0
2026-06-01T20:38:20Z,CRM-34.financial.local,bernard.merchant65,smb_files,0.0,LOW,10.197.99.201,/etc/omnis/open.conf,kubelet,,smb_files: bernard.merchant65 performed payment operation,AE,COMPLIANCE_BASELINE_VOLU,zeek,20,0,6,0,1,57,0,0,0,0,0
2026-09-03T14:56:31Z,FS-75.financial.local,victoria.ryan,smb_files,0.0,LOW,172.18.250.150,Z:\Finance\2026-03-21\eum.css,cmd.exe,,smb_files: victoria.ryan performed clearing operation,,ANOMALY_BASELINE_NULL,zeek,14,3,9,0,0,53,0,0,0,0,0
2027-01-05T16:44:50Z,COMP-73.bank.internal,amunoz,106023,0.0,MEDIUM,76.245.219.16,,sshd_v2.2,CORE-77:27017,106023: amunoz performed transfer operation,Singapore,GT_BASELINE_PARI,cisco_asa,16,1,1,0,0,43,0,0,0,0,0
2023-4-12T11:48:36Z,,svc_audit,Suspicious,0.0,HIGH,47.253.236.73,,lsass.exe,FINANCE-24:1433,Suspicious: svc_audit performed transaction operation,,GT_SUSPICIOUS_URGENT_IMPE,sentinel_one,11,2,4,0,0,53,0,0,0,1,1
2027-02-17T06:45:48Z,MON-71,kirsty.mane,shell_in_container,0.0,CRITICAL,69.65.208.22,Z:\Finance\2026-03-13\placeat.mov,svchost.exe,,shell_in_container: kirsty.mane performed transfer operation,Tokyo,GT_HIGH_RISK_URGENT_OPTI,falco,6,2,2,0,1,60,0,0,0,1,1
2026-04-04T04:00:06Z,CORE_BANK-74-dr.financial.local,fraud_analyst,4688,0.0,MEDIUM,192.168.154.216,,svchost.exe_v10.6,,"A new process was created. Process: svchost.exe_v10.6, Command line: netstat -tulpn | grep LISTEN",Frankfurt,THREAT_BASELINE_EXER,windows_security,4,5,4,1,1,97,0,0,0,0,0
2023-1-31T22:57:8Z,BRANCH-91.secure.bank,svc_etl,URL,0.0,HIGH,138.240.231.131,,docker_v10.8,,URL: svc_etl performed reconciliation operation,,ANOMALY_SUSPICIOUS_URGENT_QUAE,palo_alto,22,1,1,0,1,47,0,0,0,1,1
2026-09-07T14:38:14Z,PROXY-03-prod,tejas.baker,13,0.0,CRITICAL,10.127.145.115,,EXCEL.EXE,,13: tejas.baker performed swift operation,Paris,THREAT_HIGH_RISK_URGENT_TENE,sysmon,14,0,9,0,0,41,0,0,0,1,1
2026-08-05T01:19:43Z,HR-37-dev,gregory_phillips,FileDownloaded,0.0,CRITICAL,10.124.69.114,C:\Users\krishna_herrera\Documents\labore.mp4,sqlservr.exe,MON-01:80,FileDownloaded: gregory_phillips performed balance operation,"Dubai, AE",THREAT_HIGH_RISK_URGENT_AUT,sharepoint,1,2,8,0,1,60,0,0,0,1,1
2026-12-22T12:39:48Z,FS-18-uat.financial.local,kallen19,Detection,0.0,LOW,172.22.192.161,,java.exe_v7.6,BRANCH-53:8080,Detection: kallen19 performed swift operation,"Paris, FR",COMPLIANCE_BASELINE_ITAQ,crowdstrike,12,1,12,0,0,45,0,0,0,0,0
2026-11-15T01:13:06Z,OPS-55-dr.core.banking,svc_monitor,10,0.0,LOW,10.182.168.240,,python.exe,,Process accessed: python.exe accessed lsass.exe,SG,SEC_BASELINE_IUST,sysmon,1,6,11,1,1,47,0,0,0,0,0
2026-11-19T10:00:59Z,SWIFT-27-prod,risk_manager,SYSCALL,0.0,HIGH,192.168.168.147,,svchost.exe,,SYSCALL: risk_manager performed payment operation,Hong Kong,GT_SUSPICIOUS_URGENT_EAQU,auditd,10,3,11,0,0,49,0,0,0,1,1
2026-07-31T10:46:03Z,PROXY-46.bank.internal,kimberly_wilson59,http,0.0,MEDIUM,172.28.4.191,,sqlservr.exe,,http: kimberly_wilson59 performed transaction operation,,COMPLIANCE_BASELINE_GENE,zeek,10,4,7,0,0,55,0,0,0,0,0
2026-12-03T17:34:28Z,DC-80,domain_admin,workflow_run,0.0,LOW,172.25.168.189,,docker_v6.8,HR-99:5432,,,ANOMALY_BASELINE_RELA,github_actions,17,3,12,0,0,0,0,0,0,0,0
2026-12-31T22:19:23Z,PAYMENT-49-dr,diane.collins73,Threat,0.0,LOW,32.85.237.235,C:\Windows\System32\billion.mp4,tomcat9.exe,,Threat: diane.collins73 performed payment operation,,AUDIT_BASELINE_PRAC,sentinel_one,22,3,12,0,1,51,0,0,0,0,0
2026-03-03T03:55:53Z,PROXY-21,lbennett,workflow_run,0.0,LOW,172.30.250.174,,docker,,workflow_run: lbennett performed swift operation,"Hong Kong, HK",ANOMALY_BASELINE_TERM,github_actions,3,1,3,0,1,48,0,0,0,0,0
2026-07-30T20:29:27Z,APP-57.secure.bank,svc_monitor31,dns,0.0,MEDIUM,70.180.192.71,,cmd.exe,HR-97-dr:27017,dns: svc_monitor31 performed transfer operation,London,ANOMALY_BASELINE_AUTE,zeek,20,3,7,0,1,47,0,0,0,0,0
2026-09-25T22:30:12Z,PAY-58-prod,fraud_analyst,FileDownloaded,0.0,LOW,10.203.163.60,,nginx.exe,CORE-80.financial.local:443,FileDownloaded: fraud_analyst performed transaction operation,,SEC_BASELINE_VARI,office365,22,4,9,0,1,61,0,0,0,0,0
2026-09-04T08:13:39Z,PAY-43-dr,nhogan,CreateUser,0.0,MEDIUM,213.222.31.185,/etc/hope/sunt.conf,sshd_v4.4,,CreateUser: nhogan performed audit operation,"Singapore, SG",AUDIT_BASELINE_MAJO,aws_cloudtrail,8,4,9,0,0,44,0,0,0,0,0
2026-06-05T11:28:54Z,DB-15-dr,pmartin,DeleteUser,0.0,LOW,172.29.220.201,/var/log/western/expedita.xlsx.log,lsass.exe,,DeleteUser: pmartin performed audit operation,,GT_BASELINE_ALIA,aws_cloudtrail,11,4,6,0,0,45,0,0,0,0,0
2026-03-31T08:41:38Z,WEB-14.core.banking,svc_reporting_prod,12,0.0,LOW,30.246.239.65,,sshd_v1.2,,12: svc_reporting_prod performed payment operation,SG,SEC_BASELINE_DOLO,sysmon,8,1,3,0,0,50,0,0,0,0,0
2026-04-22T20:18:35Z,CORE_BANK-37.core.banking,admin,DeleteUser,0.0,MEDIUM,66.107.162.65,,systemd,DB-78:8080,DeleteUser: admin performed reconciliation operation,Zurich,ANOMALY_BASELINE_CONT,aws_cloudtrail,20,2,4,0,1,52,0,0,0,0,0
2026-04-22T16:14:03Z,CORE-39,farhan_chahal,PATH,0.0,MEDIUM,10.222.137.67,Z:\Finance\2026-02-22\laboriosam.webm,lsass.exe,,PATH: farhan_chahal performed transaction operation,"Toronto, CA",THREAT_BASELINE_EITH,auditd,16,2,4,0,0,51,0,0,0,0,0
invalid-timestamp,OPS-83-dev.financial.local,samarth.chambers,12,0.0,MEDIUM,91.165.168.99,,kubelet,FINANCE-62.secure.bank:8080,12: samarth.chambers performed transaction operation,"Hong Kong, HK",AUDIT_BASELINE_VITA,sysmon,0,0,0,0,1,52,0,0,0,0,0
2026-06-26T16:21:46Z,APP-96,svc_audit_prod77,read_sensitive_file,0.0,LOW,172.20.135.119,,WINWORD.EXE,core-bank.bowen.com:8443,read_sensitive_file: svc_audit_prod77 performed settlement operation,Dubai,AUDIT_BASELINE_TELE,falco,16,4,6,0,0,68,0,0,0,0,0
2026-12-23T22:22:57Z,AUDIT-40-dev,svc_etl84,4625,73.0,CRITICAL,192.168.101.54,C:\Windows\System32\vel.avi,python.exe_v4.7,,"An account failed to log on. Account: svc_etl84, Source IP: 192.168.101.54","Singapore, SG",COMPLIANCE_BRUTE_FORCE_URGENT_DELE,windows_security,22,2,12,0,1,74,1,1,1,1,1
2026-12-29T17:33:37Z,WKS-17.secure.bank,brian.garcia,Detection,0.0,LOW,192.168.232.215,,cmd.exe,,Detection: brian.garcia performed reconciliation operation,Sydney,SEC_BASELINE_ADDR,crowdstrike,17,1,12,0,0,58,0,0,0,0,0
2026-12-09T00:28:38Z,BRANCH-19.financial.local,erin.sridhar,job_execution,0.0,LOW,10.213.95.185,,tomcat9.exe,ATM-67.financial.local:27017,job_execution: erin.sridhar performed transaction operation,,GT_BASELINE_QUOS,github_actions,0,2,12,0,1,59,0,0,0,0,0
2026-12-09T22:20:43Z,TRADING-80-sandbox,donna_taylor,Detection,0.0,HIGH,61.244.57.145,,explorer.exe,,Detection: donna_taylor performed transaction operation,,COMPLIANCE_SUSPICIOUS_URGENT_COMM,crowdstrike,22,2,12,0,1,55,0,0,0,1,1
2027-01-30T00:56:06Z,FINANCE-26,,FileDeleted,0.0,LOW,120.227.33.200,,python.exe,CRM-52-prod.financial.local:22,FileDeleted: deborah_vyas performed transaction operation,Dubai,THREAT_BASELINE_QUAS,sharepoint,0,5,1,1,1,57,0,0,0,0,0
2026-10-05T07:34:05Z,DC-39.financial.local,domain_admin,SYSCALL,0.0,LOW,214.86.112.255,,chrome.exe_v7.3,PROXY-77:443,SYSCALL: domain_admin performed balance operation,"Tokyo, JP",ANOMALY_BASELINE_CORP,auditd,7,0,10,0,1,49,0,0,0,0,0
2027-01-03T00:21:28Z,OPS-76-prod.bank.internal,sskinner,write_binary_dir,0.0,HIGH,174.157.232.88,,OUTLOOK.EXE,,write_binary_dir: sskinner performed transfer operation,,GT_SUSPICIOUS_URGENT_DOLO,falco,0,6,1,1,1,55,0,0,0,1,1
2020-5-15T12:19:59Z,AUDIT-42,kchopra91,Send,0.0,LOW,119.243.191.226,,systemd,,Send: kchopra91 performed audit operation,"Frankfurt, DE",ANOMALY_BASELINE_MAIO,office365,12,4,5,0,0,41,0,0,0,0,0
2026-07-01T03:35:59Z,ATM-53.financial.local,owen.cole,MailItemsAccessed,0.0,LOW,108.246.35.236,,OUTLOOK.EXE,FINANCE-32:3389,MailItemsAccessed: owen.cole performed swift operation,"Tokyo, JP",THREAT_BASELINE_QUO,office365,3,2,7,0,1,54,0,0,0,0,0
2026-05-31T16:17:30Z,FS-19,svc_scanner,shell_in_container,0.0,LOW,192.168.189.59,,kubelet_v6.7,SWIFT-85.financial.local:9200,shell_in_container: svc_scanner performed balance operation,,SEC_BASELINE_OFFI,falco,16,6,5,1,0,59,0,0,0,0,0
2026-12-14T11:57:48Z,ATM-32.core.banking,svc_backup,4648,0.0,LOW,192.168.207.231,,prometheus,,4648: svc_backup performed balance operation,"Sydney, AU",GT_BASELINE_DARK,windows_security,11,0,12,0,0,44,0,0,0,0,0
2026-04-04T13:20:12Z,AUDIT-73-dr,svc_replication_prod,FileDeleted,0.0,MEDIUM,145.84.200.40,,nginx.exe_v5.3,DC-39:80,FileDeleted: svc_replication_prod performed settlement operation,,SEC_BASELINE_POLI,sharepoint,13,5,4,1,0,64,0,0,0,0,0
2026-11-03T15:41:34Z,RISK-09-sandbox.core.banking,alice_thomas,conn,0.0,LOW,192.168.40.237,,nginx.exe,crm.chad.com:80,conn: alice_thomas performed clearing operation,,GT_BASELINE_REPR,zeek,15,1,11,0,0,47,0,0,0,0,0
2026-03-10T08:53:00Z,HR-81,svc_deploy_prod97,THREAT,0.0,CRITICAL,192.168.4.235,,tomcat9.exe,,THREAT: svc_deploy_prod97 performed audit operation,,COMPLIANCE_HIGH_RISK_URGENT_REPR,palo_alto,8,1,3,0,0,51,0,0,0,1,1
2026-11-15T10:16:44Z,TRADING-26,svc_replication_prod98,ssl,0.0,LOW,172.29.150.191,/opt/banking/nisi/bin/Mr.docx,systemd,,ssl: svc_replication_prod98 performed settlement operation,,ANOMALY_BASELINE_LAUD,zeek,10,6,11,1,0,58,0,0,0,0,0
2026-08-30T10:09:18Z,FINANCE-82,svc_replication,workflow_run,0.0,LOW,192.168.33.118,\\fileserver\share\Push\voluptatem.docx,sshd_v1.7,GW-10.secure.bank:80,workflow_run: svc_replication performed swift operation,,AUDIT_BASELINE_SOCI,github_actions,10,6,8,1,0,55,0,0,0,0,0
2026-06-18T23:56:58Z,,svc_archive_prod,Threat,0.0,CRITICAL,102.234.129.211,,systemd,swift-gateway.gola.org:445,Threat: svc_archive_prod performed reconciliation operation,,COMPLIANCE_HIGH_RISK_URGENT_BILL,sentinel_one,23,3,6,0,1,59,0,0,0,1,1
2026-12-20T17:34:49Z,BRANCH-72.core.banking,kristen.green38,ApplicationManagement,0.0,MEDIUM,220.184.76.96,,tomcat9.exe_v8.4,,ApplicationManagement: kristen.green38 performed clearing operation,,THREAT_BASELINE_ALIQ,azure_ad,17,6,12,1,0,67,0,0,0,0,0
2026-06-08T05:50:29Z,BRANCH-59-dr,ridhi.misra,New-InboxRule,0.0,LOW,10.83.176.120,/opt/banking/numquam/bin/voluptatem.mp4,java.exe,,New-InboxRule: ridhi.misra performed audit operation,London,COMPLIANCE_BASELINE_NATU,office365,5,0,6,0,1,52,0,0,0,0,0
2026-03-17T01:08:53Z,TRADING-67,tina_long,workflow_run,0.0,LOW,43.111.127.77,,EXCEL.EXE_v9.6,,workflow_run: tina_long performed reconciliation operation,Zurich,COMPLIANCE_BASELINE_SAEP,github_actions,1,1,3,0,1,58,0,0,0,0,0
2026-05-15T11:27:10Z,WEB-52-uat.financial.local,admin,FileDownloaded,0.0,MEDIUM,208.84.74.167,,WINWORD.EXE,,FileDownloaded: admin performed transaction operation,,COMPLIANCE_BASELINE_CENT,office365,11,4,5,0,0,53,0,0,0,0,0
2026-10-20T07:54:03Z,AUDIT-23.bank.internal,wbyrne,302015,0.0,HIGH,31.5.43.163,C:\Windows\Temp\city.bmp,python.exe,,302015: wbyrne performed audit operation,"Mumbai, IN",ANOMALY_SUSPICIOUS_URGENT_DOLO,cisco_asa,7,1,10,0,1,40,0,0,0,1,1
2026-07-22T08:35:28Z,COMP-66,svc_archive_prod,Threat,0.0,MEDIUM,115.132.63.120,,powershell.exe_v6.1,FS-56.core.banking:8080,Threat: svc_archive_prod performed settlement operation,JP,SEC_BASELINE_MODE,sentinel_one,8,2,7,0,0,55,0,0,0,0,0
2027-02-01T16:29:11Z,SWIFT-16-dev,canand,Threat,0.0,HIGH,10.221.247.150,,EXCEL.EXE_v10.8,TRADING-49:8080,Threat: canand performed payment operation,"Zurich, CH",COMPLIANCE_SUSPICIOUS_URGENT_OCCA,sentinel_one,16,0,2,0,0,42,0,0,0,1,1
2026-04-15T23:45:19Z,OPS-74.bank.internal,brett.page66,Threat,0.0,LOW,59.112.214.39,,sqlservr.exe,,Threat: brett.page66 performed settlement operation,"Singapore, SG",ANOMALY_BASELINE_NIHI,sentinel_one,23,2,4,0,1,51,0,0,0,0,0
2026-08-14T11:49:56Z,RISK-27,katy.thomas,Send,0.0,LOW,168.34.102.97,,powershell.exe,payment-api.doyle-bowen.co.uk:1433,Send: katy.thomas performed transaction operation,,THREAT_BASELINE_MODI,office365,11,4,8,0,0,49,0,0,0,0,0
